Scientific Name, Nickname, Common Name, Kingdom, Phylum, Class, Order, Family, Genus, Size, Threats, Conservation, Threat Keywords, Conservation Keywords, tCount, cCount
Animalia,Conothraupis mesoleuca,Cone-billed tanager (Conothraupis mesoleuca),Animalia,Chordata,Aves,Passeriformes,Thraupidae,Conothraupis (1),,[],[] , , ,0,0
Plantae,Connarus popenoei,Connarus (Connarus popenoei),Plantae,Tracheophyta,Magnoliopsida,Rosales,Connaraceae,Connarus (1),,[],[] , , ,0,0
Animalia,Conus mordeirae,Conus (Conus mordeirae),Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus (1),,[],[] , , ,0,0
Animalia,Conus salreiensis,Conus (Conus salreiensis),Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus (1),,[],[] , , ,0,0
Plantae,Ilex cookii,Cook's holly (Ilex cookii),Plantae,Tracheophyta,Magnoliopsida,Celastrales,Aquifoliaceae,Ilex (1),Max height: 2-3 m (2),Having last been reviewed on the IUCN Red List in 1998 the conservation status of Cook\xe2\x80\x99s holly is in urgent need of updating (1). The construction of communication towers on Cerro de Punta is thought to have destroyed a large part of the original population with further development and construction activities being cited as the main threat to the remaining plants (1) (3). The highly restricted range of Cook\xe2\x80\x99s holly also makes it extremely vulnerable to natural disturbances such as landslides and hurricanes (2).,Cook\xe2\x80\x99s holly was listed on the US Endangered Species Act in 1987 and a Recovery Plan was drawn up by the US Fish and Wildlife Service in 1991 (1) (2). Several necessary actions were outlined in the plan including: the protection and monitoring of existing populations; the undertaking of research into the species\xe2\x80\x99 life history and reproductive biology; and the propagation of seedlings for the enhancement of existing populations and the establishment of new ones (2). However since none of these measures appear to have been implemented thus far (5) an up-to-date evaluation of the condition of the remaining plants seems to be seriously overdue. , ,endangered species act; ,0,1
Ptychohyla spinipollex,Ptychohyla hypomykter,Copan stream frog (Ptychohyla hypomykter),Animalia,Chordata,Amphibia,Anura,Hylidae,Ptychohyla (1),Ptychohyla (1),[],[] , , ,0,0
Hyla salvaje,Ecnomiohyla salvaje,Copan treefrog (Ecnomiohyla salvaje),Animalia,Chordata,Amphibia,Anura,Hylidae,Ecnomiohyla (1),Ecnomiohyla (1),[],[] , , ,0,0
Animalia,Eleutherodactylus juanariveroi,Coqui llanero (Eleutherodactylus juanariveroi),Animalia,Chordata,Amphibia,Anura,Eleutherodactylidae,Eleutherodactylus (1),,[],[] , , ,0,0
Plantae,Cordia urticacea,Cordia (Cordia urticacea),Plantae,Tracheophyta,Magnoliopsida,Lamiales,Boraginaceae,Cordia (1),,[],[] , , ,0,0
Plantae,Cordia leslieae,Cordia (Cordia leslieae),Plantae,Tracheophyta,Magnoliopsida,Lamiales,Boraginaceae,Cordia (1),,[],[] , , ,0,0
CapÃ¡ JigÃ¼erilla; Nigua; Palo De Nigua,Cornutia obovata,Cornutia (Cornutia obovata),Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Cornutia (1),Cornutia (1),[],[] , , ,0,0
Animalia,Pseudophryne corroboree,Corroboree frog (Pseudophryne corroboree),Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Pseudophryne (1),Length: 2.5 - 3 cm (2),There has been a recent decline in this previously abundant species which has now been lost from as much as 68% of its former range (5). The unusual life cycle of the corroboree frog makes it particularly vulnerable; only one small clutch is laid in a year and tadpoles have a long development time (4). The precise causes of this sudden decline are unclear but a number of factors may be involved including habitat destruction by ski resort development and trampling by humans and livestock (6). However it is now widely accepted that chytrid fungus is a major (if not the primary) cause of their continuous decline (9).,A Recovery Plan for the corroboree frog has been published by the National Parks and Wildlife Service of New South Wales (5). This plan identifies the urgent need for more population data and investigation into the cause of the continuing decline in numbers. Research into captive breeding techniques will also be undertaken (5). In the short term the plan aims to halt the precipitous decline of this species and then work to restore this colourful frog to much of its former range (5). , ,captive breeding; ,0,1
cotton-top tamarin; crested tamarin,Saguinus oedipus,Cotton-headed tamarin (Saguinus oedipus),Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus (1),300 - 450 g (2),Deforestation is this species\xe2\x80\x99 greatest threat (6). It has already lost most of its habitat through forest clearing for timber charcoal human settlement agricultural land and industry (3). The forest areas in which it now exists are so fragmented it is believed that they are too small to maintain the tamarin populations (3). Sadly the continuous expansion of human settlement in northern Colombia has brought the cotton-headed tamarin more bad luck. With easier access to the tamarin\xe2\x80\x99s habitat animal collectors trap these small monkeys and sell them in port cities either for export or local trade (10). Populations in the past have also suffered from the export of significant numbers for biomedical research in the 1960s and 1970s (5) (9).,The cotton-headed tamarin has been\xa0protected in Colombia since 1969 and export of this species has been banned since 1974 (1).\xa0However its numbers have continued to dwindle away as has its habitat and hope of survival. If this species is to survive it is essential that immediate conservation measures are implemented (3) (8). , ,protected; ,0,1
Plantae,Cotylelobium scabriusculum,Cotylelobium (Cotylelobium scabriusculum),Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Cotylelobium (1),,[],[] , , ,0,0
Plantae,Cotylelobium lewisianum,Cotylelobium (Cotylelobium lewisianum),Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Cotylelobium (1),,[],[] , , ,0,0
Plantae,Couepia joaquinae,Couepia (Couepia joaquinae),Plantae,Tracheophyta,Magnoliopsida,Rosales,Chrysobalanaceae,Couepia (1),,[],[] , , ,0,0
Plantae,Couepia scottmorii,Couepia (Couepia scottmorii),Plantae,Tracheophyta,Magnoliopsida,Rosales,Chrysobalanaceae,Couepia (1),,[],[] , , ,0,0
Plantae,Couratari asterophora,Couratari (Couratari asterophora),Plantae,Tracheophyta,Magnoliopsida,Lecythidales,Lecythidaceae,Couratari (1),,[],[] , , ,0,0
Plantae,Couratari prancei,Couratari (Couratari prancei),Plantae,Tracheophyta,Magnoliopsida,Lecythidales,Lecythidaceae,Couratari (1),,[],[] , , ,0,0
Animalia,Toxostoma guttatum,Cozumel thrasher (Toxostoma guttatum),Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma (1),49 â 60 g (2),Once thought to be a common bird on Cozumel Island the Cozumel thrasher suffered significant declines after hurricane Gilbert tore through the island in 1988 and only three individuals were found in the following seven years. After another hurricane in 1995 no thrashers were found in annual surveys until an individual was discovered in 2004 (2). The devastating effect of hurricanes remains a primary threat to any remaining small population. However it is believed other threats must have contributed to the decline of this species as it is likely to have survived hurricanes for millions of years. Introduced predators especially boas which were released onto the island in 1971 may have had a significant impact on Cozumel thrashers (4). Whilst large areas of forest remain on Cozumel Island the ubiquitous threat of human development and associated habitat loss and degradation is likely to increase pressures on this critically endangered species (3) (4).,Research is currently underway on the Cozumel thrasher in a project funded by the American Bird Conservancy and Conservation International (4). Surveys are urgently needed to determine whether this species still persists and an investigation into its ecology would provide further explanation for its decline and help identify suitable conservation actions (2) (5). The Cozumel thrasher is at great risk of imminent extinction but hopefully there is still the chance to pull it back from the brink. ,loss; , ,1,0
Cracking pearlymussel,Hemistena lata,Cracking pearly mussel (Hemistena lata),Animalia,Mollusca,Bivalvia,Unionoida,Unionidae,Hemistena (1),Hemistena (1),[],[] , , ,0,0
Animalia,Prionotropis rhodanica,Crau plain grasshopper (Prionotropis rhodanica),Animalia,Arthropoda,Insecta,Orthoptera,Pamphagidae,Prionotropis,,[],[] , , ,0,0
Crestagallo de Doramas,Isoplexis chalcantha,Cresta de Gallo (Isoplexis chalcantha),Plantae,Tracheophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,Isoplexis (1),Isoplexis (1),[],[] , , ,0,0
Celebes black macaque; Celebes crested macaque; Celebes macaque; Sulawesi macaque,Macaca nigra,Crested black macaque (Macaca nigra),Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca (1),Male head-body length: 48 â 60 cm (2)Female head-body length: 44 â 55 cm (2)Tail length: 1 â 3 cm (2)Male weight: 5.9 â 10.4 kg (2)Female weight: 3.6 â 5.5 kg (2),This primate is threatened by over-hunting for food in Sulawesi where its meat is considered a delicacy. Its habitat is also threatened by human settlement land clearing for agriculture and logging. While this is a problem in many areas worldwide Sulawesi is particularly sensitive as it is an island and therefore has a limited amount of land for its wildlife and expanding human population (4).,International trade in this species is prohibited by its listing on Appendix II of the Convention on International Trade in Endangered Species (CITES) (3). Hunting on the island however is harder to regulate. This macaque is found in three areas on the island where hunting logging and clearing is illegal. However it is not clear how effective these regulations are (4). Captive breeding of this species has been successful at Jersey Zoo and a number of other zoos and individuals may be reintroduced into the wild in the future. If this species is to survive it is essential to address the problems of hunting and habitat loss on Sulawesi (5). ,hunting; ,cites;captive breeding; ,1,2
Proterorhinus marmoratus,Proterorhinus tataricus,Crimean Tatar goby (Proterorhinus tataricus),Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Proterorhinus (1),Proterorhinus (1),[],[] , , ,0,0
Leuciscus polylepis,Telestes polylepis,Croatian dace (Telestes polylepis),Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Telestes (1),Telestes (1),[],[] , , ,0,0
Animalia,Prodontria lewisi,Cromwell chafer (Prodontria lewisi),Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Prodontria (1),Length: 15 - 16 mm (2)Width: 8.5 mm (2),The original range of the Cromwell chafer was around 500 hectares but this was reduced to just 100 hectares following the construction of the Clyde Dam and the expansion of the township of Cromwell (4).  Threats facing this species are not fully understood but are thought to include predation by introduced hedgehogs (<i>Erinaceus europaeus</i>). The little owl (<i>Athene noctua</i>) is also known to predate upon this species (3). Habitat alteration is also likely to be a problem (2). At the present time large areas of apparently suitable habitat are not occupied by this beetle. It is imperative that the reasons for its present distribution and the factors limiting the population are understood (3).,The site supporting this species has been fully protected since it became a nature reserve in 1983. Research and monitoring of the Cromwell chafer populations are on-going and current work is focusing on the predation risk posed by hedgehogs and other predators potential competitors and understanding the life history of the species (3). Hopes are that the knowledge gained from these studies will help to develop and guide the effective conservation of this unique and very rare beetle. , ,protected; ,0,1
Plantae,Croton vaughanii,Croton (Croton vaughanii),Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Croton (1),,[],[] , , ,0,0
Plantae,Crudia bibundina,Crudia (Crudia bibundina),Plantae,Tracheophyta,Magnoliopsida,Fabales,Leguminosae,Crudia (1),,[],[] , , ,0,0
Plantae,Cryptocarya elliptifolia,Cryptocarya (Cryptocarya elliptifolia),Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cryptocarya (1),,[],[] , , ,0,0
Animalia,Barbouria cubensis,Cuban cave shrimp (Barbouria cubensis),Animalia,Arthropoda,Crustacea,Decapoda,Hippolytidae,Barbouria (1),,The threats to this species are unknown.,There are currently no conservation measures underway targeting this species. , , ,0,0
